customer_id,review_text,churn,age,gender,location,usage_frequency,num_purchases,avg_purchase_value,sentiment_score,satisfaction_score,num_support_tickets,tenure_days
106,"Battery life decent, and the OS updates still run smooth. OS updates sometimes slow it down. (iPhone 8)",0,62,M,Kolkata,6,7,991,-0.391688678,5,1,639
54,Screen cracked and Apple support was slow to help. Battery performance is the main issue.,1,49,F,Kolkata,3,14,1536,-0.336682231,3.1,4,200
390,"Touchscreen unresponsive at times, returns and repairs are costly. (iPhone 8)",1,47,M,Chennai,8,9,811,0.558751307,3.8,1,411
2,Not worth the price; speaker stopped working after few months. Shipping and delivery were fine.,1,64,F,Hyderabad,9,15,1008,0.845088808,3.3,1,202
442,"Touchscreen unresponsive at times, returns and repairs are costly. Minor bugs but acceptable. (iPhone X)",1,52,F,Pune,1,3,1405,-0.516047202,3.4,3,692
483,Love my iPhone X. Battery still ok and camera works great. OS updates sometimes slow it down. (iPhone X),0,57,M,Mumbai,9,2,885,-1,5,0,482
50,"Phone works fine, fast enough and good display for the price. (iPhone 8)",0,33,F,Hyderabad,6,2,1587,0.277328265,5,0,379
420,Camera quality is surprisingly good for an older model. Prefer newer models but this one still works. (iPhone 8),0,30,M,Mumbai,6,3,387,0.644371565,5,1,931
81,Screen cracked and Apple support was slow to help. Battery performance is the main issue.,1,59,M,Pune,4,18,1792,-0.243573233,3.5,1,981
206,"Touchscreen unresponsive at times, returns and repairs are costly. Screen protector saved it from scratches. (iPhone 8)",0,47,M,Kolkata,1,14,1766,1,5,1,663
35,Mixed feelings: good camera yet poor battery life. OS updates sometimes slow it down.,1,36,M,Hyderabad,8,18,1819,-0.754816075,3.7,3,523
264,"Customer service was unhelpful and rude, won't recommend. Bought it second hand.",0,34,F,Bangalore,2,10,1887,-1,5,0,649
428,Camera malfunctioned and photos come out blurred. Minor bugs but acceptable. (iPhone X),1,36,F,Bangalore,1,2,1184,0.026950661,3.9,1,33
367,Frequent reboots and random shutdowns. Very disappointed. Prefer newer models but this one still works.,1,45,F,Bangalore,2,1,747,-0.6342305,3.2,4,122
92,"Great build, feels premium — still holds up well. I used it for two years.",0,43,M,Kolkata,1,4,924,0.786780959,5,1,948
340,Camera quality is surprisingly good for an older model. Screen protector saved it from scratches. (iPhone 8),0,54,F,Kolkata,1,14,1125,-0.072409279,5,1,35
474,"Overall satisfied, had no major issues with my old iPhone 8. OS updates sometimes slow it down. (iPhone 8)",1,43,M,Pune,9,1,1631,0.265621903,3.5,2,317
53,Not worth the price; speaker stopped working after few months. Minor bugs but acceptable.,1,40,F,Mumbai,1,14,1075,-0.569474011,3.6,4,647
346,"Battery life decent, and the OS updates still run smooth. I used it for two years.",0,26,F,Pune,4,16,817,-0.865158005,5,1,175
265,Frequent reboots and random shutdowns. Very disappointed. Bought it second hand. (iPhone X),1,29,F,Pune,6,14,613,-0.225360138,3.8,1,812
242,Camera malfunctioned and photos come out blurred. Ordered replacement battery one time.,1,18,M,Kolkata,7,3,1565,-0.604874752,3.5,4,453
14,"Customer service was unhelpful and rude, won't recommend. I used it for two years.",0,18,F,Bangalore,2,3,1443,-1,5,0,919
316,"Battery life decent, and the OS updates still run smooth. Battery performance is the main issue. (iPhone X)",0,64,F,Delhi,6,9,1102,-0.249682253,5,0,637
89,"Phone became slow after updates, frustrating experience. Shipping and delivery were fine. (iPhone X)",1,51,M,Mumbai,7,6,362,-0.93210972,3.8,4,486
388,Good phone for calls and photos. Would recommend. Shipping and delivery were fine.,0,49,F,Kolkata,2,13,1443,-0.671763223,5,0,770
274,Solid performance for basic apps and light gaming. (iPhone X),1,42,M,Bangalore,2,2,469,-1,3.2,3,231
167,Screen and speakers are good; minor scratches only. Minor bugs but acceptable.,0,57,F,Hyderabad,7,8,831,0.702732554,5,0,241
329,Some good aspects but also some issues with battery and updates. Screen protector saved it from scratches. (iPhone X),0,62,M,Delhi,1,2,1105,0.410711608,5,0,35
493,"Touchscreen unresponsive at times, returns and repairs are costly. Ordered replacement battery one time. (iPhone 8)",0,18,M,Delhi,8,4,1623,0.780764467,5,1,653
135,Battery drains quickly and it heats up often. Screen protector saved it from scratches. (iPhone X),1,33,F,Kolkata,3,15,1405,0.538919735,3.6,1,405
307,"Customer service was unhelpful and rude, won't recommend. OS updates sometimes slow it down. (iPhone 8)",0,56,M,Chennai,6,4,1841,-0.764113646,5,1,920
481,"Phone works fine, fast enough and good display for the price. Prefer newer models but this one still works. (iPhone 8)",0,22,M,Mumbai,9,13,1952,0.968091932,5,1,476
320,"Battery life decent, and the OS updates still run smooth. Prefer newer models but this one still works. (iPhone 8)",0,39,M,Delhi,6,12,404,0.215311398,5,1,864
244,Not worth the price; speaker stopped working after few months. Screen protector saved it from scratches. (iPhone X),0,46,M,Kolkata,9,13,781,0.708163533,5,0,135
55,Solid performance for basic apps and light gaming. Screen protector saved it from scratches. (iPhone 8),0,20,M,Kolkata,7,14,1779,-0.221176079,5,0,680
364,"Great build, feels premium — still holds up well. Shipping and delivery were fine.",0,29,M,Bangalore,9,18,1040,-0.743086481,5,1,840
51,"Great build, feels premium — still holds up well. Battery performance is the main issue. (iPhone X)",1,43,F,Hyderabad,2,6,1451,1,3.4,2,430
457,Frequent reboots and random shutdowns. Very disappointed. Battery performance is the main issue. (iPhone X),0,33,M,Chennai,8,11,1919,-0.922026267,5,0,125
175,Solid performance for basic apps and light gaming. Prefer newer models but this one still works.,0,54,M,Mumbai,8,2,1842,0.471284422,5,1,417
446,Screen cracked and Apple support was slow to help. Minor bugs but acceptable. (iPhone 8),1,39,F,Pune,2,19,795,-0.144529755,3.7,2,988
190,Screen and speakers are good; minor scratches only. Minor bugs but acceptable. (iPhone 8),0,46,F,Hyderabad,4,19,449,-0.415889524,5,0,481
497,Love my iPhone X. Battery still ok and camera works great. Bought it second hand. (iPhone X),0,31,F,Hyderabad,7,5,1074,0.262294801,5,1,878
188,Good phone for calls and photos. Would recommend. OS updates sometimes slow it down. (iPhone 8),0,45,F,Bangalore,4,19,1664,0.817982167,5,1,838
170,"Battery life decent, and the OS updates still run smooth. Prefer newer models but this one still works. (iPhone 8)",0,22,F,Delhi,4,2,1756,-0.163868188,5,1,930
59,"Battery life decent, and the OS updates still run smooth. Battery performance is the main issue. (iPhone 8)",0,64,F,Delhi,6,10,395,-0.65672186,5,0,445
49,Camera quality is surprisingly good for an older model. I used it for two years. (iPhone 8),0,47,F,Bangalore,6,2,889,0.155443981,5,0,755
345,Good phone for calls and photos. Would recommend. Screen protector saved it from scratches. (iPhone X),0,63,M,Kolkata,3,11,1742,-0.661874081,5,0,533
236,Not worth the price; speaker stopped working after few months. Bought it second hand.,0,22,M,Delhi,9,18,1293,-0.278575888,5,1,483
253,Battery drains quickly and it heats up often. Battery performance is the main issue. (iPhone X),1,29,F,Chennai,2,15,838,0.533266844,3,4,320
22,Frequent reboots and random shutdowns. Very disappointed. Prefer newer models but this one still works.,0,33,M,Mumbai,6,9,1622,-0.561546278,5,1,563
314,Solid performance for basic apps and light gaming. OS updates sometimes slow it down. (iPhone 8),1,43,M,Hyderabad,7,19,871,0.871044213,3.2,2,222
460,Not worth the price; speaker stopped working after few months. Minor bugs but acceptable. (iPhone X),0,43,M,Hyderabad,9,9,1983,-1,5,0,179
161,Screen and speakers are good; minor scratches only. Battery performance is the main issue.,0,38,F,Chennai,3,3,1426,-0.182575826,5,1,909
277,Screen cracked and Apple support was slow to help. Shipping and delivery were fine.,1,56,F,Delhi,3,9,1371,-0.750551989,3.2,3,788
444,Camera quality is surprisingly good for an older model. Ordered replacement battery one time. (iPhone X),0,53,M,Hyderabad,7,14,1695,-0.540153617,5,1,808
192,Screen cracked and Apple support was slow to help. (iPhone X),1,50,F,Pune,4,19,1878,-1,3.1,3,792
386,It's okay — camera is fine but battery needed replacement. Screen protector saved it from scratches. (iPhone 8),1,47,M,Mumbai,8,7,1143,-0.018127195,3.1,3,544
294,Camera quality is surprisingly good for an older model. Shipping and delivery were fine.,0,54,M,Mumbai,7,16,398,-0.080689469,5,1,422
414,Solid performance for basic apps and light gaming. (iPhone 8),0,40,M,Hyderabad,5,16,1649,-0.852674766,5,1,345
344,"Overall satisfied, had no major issues with my old iPhone 8. Prefer newer models but this one still works. (iPhone 8)",0,27,M,Bangalore,7,1,1889,0.644398863,5,1,105
258,Happy with the purchase. No complaints about hardware. Prefer newer models but this one still works.,0,22,F,Hyderabad,3,4,691,-1,5,0,628
309,Love my iPhone X. Battery still ok and camera works great. I used it for two years. (iPhone 8),1,53,F,Bangalore,2,4,1095,0.398947602,3.1,3,299
150,"Great build, feels premium — still holds up well. Battery performance is the main issue.",0,51,F,Hyderabad,6,7,341,-0.49100119,5,0,254
131,Happy with the purchase. No complaints about hardware. I used it for two years. (iPhone 8),0,48,M,Pune,2,8,1536,0.294924812,5,1,559
152,"Overall satisfied, had no major issues with my old iPhone 8.",0,27,F,Kolkata,3,17,364,-1,5,1,142
360,Solid performance for basic apps and light gaming. Bought it second hand.,0,36,M,Mumbai,6,5,513,0.001130383,5,1,280
100,"Great build, feels premium — still holds up well. Minor bugs but acceptable. (iPhone 8)",0,49,F,Hyderabad,5,7,220,-0.318462982,5,0,262
373,"Phone works fine, fast enough and good display for the price. Battery performance is the main issue.",0,18,M,Pune,8,4,1305,-0.618790124,5,0,870
88,Camera quality is surprisingly good for an older model. Screen protector saved it from scratches. (iPhone 8),0,22,M,Bangalore,9,6,1804,-0.010755245,5,1,820
459,Good phone for calls and photos. Would recommend. Minor bugs but acceptable. (iPhone 8),0,62,M,Bangalore,3,7,1354,-0.234024855,5,0,743
331,Screen and speakers are good; minor scratches only. Ordered replacement battery one time. (iPhone 8),0,21,F,Mumbai,3,18,1822,-1,5,1,112
215,"Customer service was unhelpful and rude, won't recommend. Bought it second hand. (iPhone 8)",0,33,F,Chennai,3,5,1953,0.58648003,5,0,154
467,"Phone became slow after updates, frustrating experience. OS updates sometimes slow it down. (iPhone 8)",0,41,F,Hyderabad,6,3,1183,-0.986488152,5,0,204
122,Decent phone but repair costs are high and performance drops. Screen protector saved it from scratches. (iPhone 8),1,33,F,Delhi,1,7,504,0.680135174,3.4,1,98
500,Mixed feelings: good camera yet poor battery life. Ordered replacement battery one time. (iPhone 8),1,19,M,Bangalore,7,14,570,0.802391136,3.6,3,76
21,"Phone became slow after updates, frustrating experience. Screen protector saved it from scratches. (iPhone 8)",0,45,F,Kolkata,1,7,1052,0.151252362,5,0,913
189,Old battery refuses to hold charge; needs replacement. OS updates sometimes slow it down. (iPhone 8),0,49,F,Kolkata,5,5,583,-0.607937771,5,1,285
72,"Battery life decent, and the OS updates still run smooth. Prefer newer models but this one still works. (iPhone X)",0,44,M,Bangalore,8,5,644,0.594441181,5,1,756
107,"Great build, feels premium — still holds up well. Screen protector saved it from scratches. (iPhone 8)",0,37,M,Chennai,4,2,624,-0.573243512,5,0,59
271,Works for basic tasks but not for heavy apps. Bought it second hand.,1,41,M,Chennai,5,6,360,-0.229531696,3.3,4,310
349,"Customer service was unhelpful and rude, won't recommend. (iPhone X)",0,29,F,Pune,4,15,1401,-0.330189843,5,0,953
436,Battery drains quickly and it heats up often. (iPhone X),0,52,M,Kolkata,4,10,828,0.641489607,5,1,266
103,Some good aspects but also some issues with battery and updates. OS updates sometimes slow it down. (iPhone 8),0,50,M,Pune,8,7,1931,-0.101974352,5,0,277
